"Notes"	"Gender"	"Gender Code"	"State"	"State Code"	"Age Group"	"Age Group Code"	"Year"	"Year Code"	Projected Populations
	"Female"	"F"	"Tennessee"	"47"	"0-4 years"	"0-4"	"2022"	"2022"	226508
	"Female"	"F"	"Tennessee"	"47"	"0-4 years"	"0-4"	"2023"	"2023"	229464
	"Female"	"F"	"Tennessee"	"47"	"0-4 years"	"0-4"	"2024"	"2024"	232543
	"Female"	"F"	"Tennessee"	"47"	"0-4 years"	"0-4"	"2025"	"2025"	235730
	"Female"	"F"	"Tennessee"	"47"	"0-4 years"	"0-4"	"2026"	"2026"	238975
	"Female"	"F"	"Tennessee"	"47"	"0-4 years"	"0-4"	"2027"	"2027"	242218
	"Female"	"F"	"Tennessee"	"47"	"0-4 years"	"0-4"	"2028"	"2028"	245463
	"Female"	"F"	"Tennessee"	"47"	"0-4 years"	"0-4"	"2029"	"2029"	248706
	"Female"	"F"	"Tennessee"	"47"	"0-4 years"	"0-4"	"2030"	"2030"	251940
"Total"	"Female"	"F"	"Tennessee"	"47"	"0-4 years"	"0-4"			5879311
	"Female"	"F"	"Tennessee"	"47"	"5-9 years"	"5-9"	"2004"	"2004"	188344
	"Female"	"F"	"Tennessee"	"47"	"5-9 years"	"5-9"	"2005"	"2005"	189483
	"Female"	"F"	"Tennessee"	"47"	"5-9 years"	"5-9"	"2006"	"2006"	192407
	"Female"	"F"	"Tennessee"	"47"	"5-9 years"	"5-9"	"2007"	"2007"	195348
	"Female"	"F"	"Tennessee"	"47"	"5-9 years"	"5-9"	"2008"	"2008"	198323
	"Female"	"F"	"Tennessee"	"47"	"5-9 years"	"5-9"	"2009"	"2009"	200817
	"Female"	"F"	"Tennessee"	"47"	"5-9 years"	"5-9"	"2010"	"2010"	202803
	"Female"	"F"	"Tennessee"	"47"	"5-9 years"	"5-9"	"2011"	"2011"	203409
	"Female"	"F"	"Tennessee"	"47"	"5-9 years"	"5-9"	"2012"	"2012"	204607
	"Female"	"F"	"Tennessee"	"47"	"5-9 years"	"5-9"	"2013"	"2013"	205735
	"Female"	"F"	"Tennessee"	"47"	"5-9 years"	"5-9"	"2014"	"2014"	207145
	"Female"	"F"	"Tennessee"	"47"	"5-9 years"	"5-9"	"2015"	"2015"	208754
	"Female"	"F"	"Tennessee"	"47"	"5-9 years"	"5-9"	"2016"	"2016"	210512
	"Female"	"F"	"Tennessee"	"47"	"5-9 years"	"5-9"	"2017"	"2017"	212367
	"Female"	"F"	"Tennessee"	"47"	"5-9 years"	"5-9"	"2018"	"2018"	214243
	"Female"	"F"	"Tennessee"	"47"	"5-9 years"	"5-9"	"2019"	"2019"	216151
	"Female"	"F"	"Tennessee"	"47"	"5-9 years"	"5-9"	"2020"	"2020"	218048
	"Female"	"F"	"Tennessee"	"47"	"5-9 years"	"5-9"	"2021"	"2021"	219973
	"Female"	"F"	"Tennessee"	"47"	"5-9 years"	"5-9"	"2022"	"2022"	221993
	"Female"	"F"	"Tennessee"	"47"	"5-9 years"	"5-9"	"2023"	"2023"	224177
	"Female"	"F"	"Tennessee"	"47"	"5-9 years"	"5-9"	"2024"	"2024"	226553
	"Female"	"F"	"Tennessee"	"47"	"5-9 years"	"5-9"	"2025"	"2025"	229141
	"Female"	"F"	"Tennessee"	"47"	"5-9 years"	"5-9"	"2026"	"2026"	231915
	"Female"	"F"	"Tennessee"	"47"	"5-9 years"	"5-9"	"2027"	"2027"	234907
	"Female"	"F"	"Tennessee"	"47"	"5-9 years"	"5-9"	"2028"	"2028"	238018
	"Female"	"F"	"Tennessee"	"47"	"5-9 years"	"5-9"	"2029"	"2029"	241245
	"Female"	"F"	"Tennessee"	"47"	"5-9 years"	"5-9"	"2030"	"2030"	244576
"Total"	"Female"	"F"	"Tennessee"	"47"	"5-9 years"	"5-9"			5780994
	"Female"	"F"	"Tennessee"	"47"	"10-14 years"	"10-14"	"2004"	"2004"	201237
	"Female"	"F"	"Tennessee"	"47"	"10-14 years"	"10-14"	"2005"	"2005"	199857
	"Female"	"F"	"Tennessee"	"47"	"10-14 years"	"10-14"	"2006"	"2006"	197997
	"Female"	"F"	"Tennessee"	"47"	"10-14 years"	"10-14"	"2007"	"2007"	196310
	"Female"	"F"	"Tennessee"	"47"	"10-14 years"	"10-14"	"2008"	"2008"	195903
	"Female"	"F"	"Tennessee"	"47"	"10-14 years"	"10-14"	"2009"	"2009"	196451
	"Female"	"F"	"Tennessee"	"47"	"10-14 years"	"10-14"	"2010"	"2010"	197717
	"Female"	"F"	"Tennessee"	"47"	"10-14 years"	"10-14"	"2011"	"2011"	200779
	"Female"	"F"	"Tennessee"	"47"	"10-14 years"	"10-14"	"2012"	"2012"	203878
	"Female"	"F"	"Tennessee"	"47"	"10-14 years"	"10-14"	"2013"	"2013"	206991
	"Female"	"F"	"Tennessee"	"47"	"10-14 years"	"10-14"	"2014"	"2014"	209623
	"Female"	"F"	"Tennessee"	"47"	"10-14 years"	"10-14"	"2015"	"2015"	211745
	"Female"	"F"	"Tennessee"	"47"	"10-14 years"	"10-14"	"2016"	"2016"	212490
	"Female"	"F"	"Tennessee"	"47"	"10-14 years"	"10-14"	"2017"	"2017"	213772
	"Female"	"F"	"Tennessee"	"47"	"10-14 years"	"10-14"	"2018"	"2018"	214977
	"Female"	"F"	"Tennessee"	"47"	"10-14 years"	"10-14"	"2019"	"2019"	216463
	"Female"	"F"	"Tennessee"	"47"	"10-14 years"	"10-14"	"2020"	"2020"	218149
	"Female"	"F"	"Tennessee"	"47"	"10-14 years"	"10-14"	"2021"	"2021"	220004
	"Female"	"F"	"Tennessee"	"47"	"10-14 years"	"10-14"	"2022"	"2022"	221960
	"Female"	"F"	"Tennessee"	"47"	"10-14 years"	"10-14"	"2023"	"2023"	223994
	"Female"	"F"	"Tennessee"	"47"	"10-14 years"	"10-14"	"2024"	"2024"	226062
	"Female"	"F"	"Tennessee"	"47"	"10-14 years"	"10-14"	"2025"	"2025"	228144
	"Female"	"F"	"Tennessee"	"47"	"10-14 years"	"10-14"	"2026"	"2026"	230255
	"Female"	"F"	"Tennessee"	"47"	"10-14 years"	"10-14"	"2027"	"2027"	232449
	"Female"	"F"	"Tennessee"	"47"	"10-14 years"	"10-14"	"2028"	"2028"	234793
	"Female"	"F"	"Tennessee"	"47"	"10-14 years"	"10-14"	"2029"	"2029"	237310
	"Female"	"F"	"Tennessee"	"47"	"10-14 years"	"10-14"	"2030"	"2030"	240050
"Total"	"Female"	"F"	"Tennessee"	"47"	"10-14 years"	"10-14"			5789360
	"Female"	"F"	"Tennessee"	"47"	"15-19 years"	"15-19"	"2004"	"2004"	200833
	"Female"	"F"	"Tennessee"	"47"	"15-19 years"	"15-19"	"2005"	"2005"	204860
	"Female"	"F"	"Tennessee"	"47"	"15-19 years"	"15-19"	"2006"	"2006"	208605
	"Female"	"F"	"Tennessee"	"47"	"15-19 years"	"15-19"	"2007"	"2007"	211963
	"Female"	"F"	"Tennessee"	"47"	"15-19 years"	"15-19"	"2008"	"2008"	213639
	"Female"	"F"	"Tennessee"	"47"	"15-19 years"	"15-19"	"2009"	"2009"	213512
	"Female"	"F"	"Tennessee"	"47"	"15-19 years"	"15-19"	"2010"	"2010"	212332
	"Female"	"F"	"Tennessee"	"47"	"15-19 years"	"15-19"	"2011"	"2011"	210680
	"Female"	"F"	"Tennessee"	"47"	"15-19 years"	"15-19"	"2012"	"2012"	209214
	"Female"	"F"	"Tennessee"	"47"	"15-19 years"	"15-19"	"2013"	"2013"	209048
	"Female"	"F"	"Tennessee"	"47"	"15-19 years"	"15-19"	"2014"	"2014"	209864
	"Female"	"F"	"Tennessee"	"47"	"15-19 years"	"15-19"	"2015"	"2015"	211444
	"Female"	"F"	"Tennessee"	"47"	"15-19 years"	"15-19"	"2016"	"2016"	214809
	"Female"	"F"	"Tennessee"	"47"	"15-19 years"	"15-19"	"2017"	"2017"	218198
	"Female"	"F"	"Tennessee"	"47"	"15-19 years"	"15-19"	"2018"	"2018"	221590
	"Female"	"F"	"Tennessee"	"47"	"15-19 years"	"15-19"	"2019"	"2019"	224448
	"Female"	"F"	"Tennessee"	"47"	"15-19 years"	"15-19"	"2020"	"2020"	226758
	"Female"	"F"	"Tennessee"	"47"	"15-19 years"	"15-19"	"2021"	"2021"	227646
	"Female"	"F"	"Tennessee"	"47"	"15-19 years"	"15-19"	"2022"	"2022"	229072
	"Female"	"F"	"Tennessee"	"47"	"15-19 years"	"15-19"	"2023"	"2023"	230382
	"Female"	"F"	"Tennessee"	"47"	"15-19 years"	"15-19"	"2024"	"2024"	232008
	"Female"	"F"	"Tennessee"	"47"	"15-19 years"	"15-19"	"2025"	"2025"	233854
	"Female"	"F"	"Tennessee"	"47"	"15-19 years"	"15-19"	"2026"	"2026"	235878
	"Female"	"F"	"Tennessee"	"47"	"15-19 years"	"15-19"	"2027"	"2027"	238004
	"Female"	"F"	"Tennessee"	"47"	"15-19 years"	"15-19"	"2028"	"2028"	240191
	"Female"	"F"	"Tennessee"	"47"	"15-19 years"	"15-19"	"2029"	"2029"	242386
	"Female"	"F"	"Tennessee"	"47"	"15-19 years"	"15-19"	"2030"	"2030"	244585
"Total"	"Female"	"F"	"Tennessee"	"47"	"15-19 years"	"15-19"			5975803
	"Female"	"F"	"Tennessee"	"47"	"20-24 years"	"20-24"	"2004"	"2004"	199716
	"Female"	"F"	"Tennessee"	"47"	"20-24 years"	"20-24"	"2005"	"2005"	198963
	"Female"	"F"	"Tennessee"	"47"	"20-24 years"	"20-24"	"2006"	"2006"	198671
	"Female"	"F"	"Tennessee"	"47"	"20-24 years"	"20-24"	"2007"	"2007"	200194
	"Female"	"F"	"Tennessee"	"47"	"20-24 years"	"20-24"	"2008"	"2008"	203053
	"Female"	"F"	"Tennessee"	"47"	"20-24 years"	"20-24"	"2009"	"2009"	207166
	"Female"	"F"	"Tennessee"	"47"	"20-24 years"	"20-24"	"2010"	"2010"	211315
	"Female"	"F"	"Tennessee"	"47"	"20-24 years"	"20-24"	"2011"	"2011"	215243
	"Female"	"F"	"Tennessee"	"47"	"20-24 years"	"20-24"	"2012"	"2012"	218816
	"Female"	"F"	"Tennessee"	"47"	"20-24 years"	"20-24"	"2013"	"2013"	220750
	"Female"	"F"	"Tennessee"	"47"	"20-24 years"	"20-24"	"2014"	"2014"	220926
	"Female"	"F"	"Tennessee"	"47"	"20-24 years"	"20-24"	"2015"	"2015"	220102
	"Female"	"F"	"Tennessee"	"47"	"20-24 years"	"20-24"	"2016"	"2016"	218855
	"Female"	"F"	"Tennessee"	"47"	"20-24 years"	"20-24"	"2017"	"2017"	217793
	"Female"	"F"	"Tennessee"	"47"	"20-24 years"	"20-24"	"2018"	"2018"	218038
	"Female"	"F"	"Tennessee"	"47"	"20-24 years"	"20-24"	"2019"	"2019"	219266
	"Female"	"F"	"Tennessee"	"47"	"20-24 years"	"20-24"	"2020"	"2020"	221215
	"Female"	"F"	"Tennessee"	"47"	"20-24 years"	"20-24"	"2021"	"2021"	224902
	"Female"	"F"	"Tennessee"	"47"	"20-24 years"	"20-24"	"2022"	"2022"	228592
	"Female"	"F"	"Tennessee"	"47"	"20-24 years"	"20-24"	"2023"	"2023"	232236
	"Female"	"F"	"Tennessee"	"47"	"20-24 years"	"20-24"	"2024"	"2024"	235308
	"Female"	"F"	"Tennessee"	"47"	"20-24 years"	"20-24"	"2025"	"2025"	237800
	"Female"	"F"	"Tennessee"	"47"	"20-24 years"	"20-24"	"2026"	"2026"	238829
	"Female"	"F"	"Tennessee"	"47"	"20-24 years"	"20-24"	"2027"	"2027"	240335
	"Female"	"F"	"Tennessee"	"47"	"20-24 years"	"20-24"	"2028"	"2028"	241701
	"Female"	"F"	"Tennessee"	"47"	"20-24 years"	"20-24"	"2029"	"2029"	243347
	"Female"	"F"	"Tennessee"	"47"	"20-24 years"	"20-24"	"2030"	"2030"	245171
"Total"	"Female"	"F"	"Tennessee"	"47"	"20-24 years"	"20-24"			5978303
	"Female"	"F"	"Tennessee"	"47"	"25-29 years"	"25-29"	"2004"	"2004"	192409
	"Female"	"F"	"Tennessee"	"47"	"25-29 years"	"25-29"	"2005"	"2005"	195587
	"Female"	"F"	"Tennessee"	"47"	"25-29 years"	"25-29"	"2006"	"2006"	200117
	"Female"	"F"	"Tennessee"	"47"	"25-29 years"	"25-29"	"2007"	"2007"	202022
	"Female"	"F"	"Tennessee"	"47"	"25-29 years"	"25-29"	"2008"	"2008"	202390
	"Female"	"F"	"Tennessee"	"47"	"25-29 years"	"25-29"	"2009"	"2009"	201665
	"Female"	"F"	"Tennessee"	"47"	"25-29 years"	"25-29"	"2010"	"2010"	200776
	"Female"	"F"	"Tennessee"	"47"	"25-29 years"	"25-29"	"2011"	"2011"	200367
	"Female"	"F"	"Tennessee"	"47"	"25-29 years"	"25-29"	"2012"	"2012"	201848
	"Female"	"F"	"Tennessee"	"47"	"25-29 years"	"25-29"	"2013"	"2013"	204715
	"Female"	"F"	"Tennessee"	"47"	"25-29 years"	"25-29"	"2014"	"2014"	208914
	"Female"	"F"	"Tennessee"	"47"	"25-29 years"	"25-29"	"2015"	"2015"	213205
	"Female"	"F"	"Tennessee"	"47"	"25-29 years"	"25-29"	"2016"	"2016"	217319
	"Female"	"F"	"Tennessee"	"47"	"25-29 years"	"25-29"	"2017"	"2017"	221120
	"Female"	"F"	"Tennessee"	"47"	"25-29 years"	"25-29"	"2018"	"2018"	223289
	"Female"	"F"	"Tennessee"	"47"	"25-29 years"	"25-29"	"2019"	"2019"	223714
	"Female"	"F"	"Tennessee"	"47"	"25-29 years"	"25-29"	"2020"	"2020"	223164
	"Female"	"F"	"Tennessee"	"47"	"25-29 years"	"25-29"	"2021"	"2021"	222184
	"Female"	"F"	"Tennessee"	"47"	"25-29 years"	"25-29"	"2022"	"2022"	221417
	"Female"	"F"	"Tennessee"	"47"	"25-29 years"	"25-29"	"2023"	"2023"	221971
	"Female"	"F"	"Tennessee"	"47"	"25-29 years"	"25-29"	"2024"	"2024"	223510
	"Female"	"F"	"Tennessee"	"47"	"25-29 years"	"25-29"	"2025"	"2025"	225725
	"Female"	"F"	"Tennessee"	"47"	"25-29 years"	"25-29"	"2026"	"2026"	229647
	"Female"	"F"	"Tennessee"	"47"	"25-29 years"	"25-29"	"2027"	"2027"	233496
	"Female"	"F"	"Tennessee"	"47"	"25-29 years"	"25-29"	"2028"	"2028"	237232
	"Female"	"F"	"Tennessee"	"47"	"25-29 years"	"25-29"	"2029"	"2029"	240335
	"Female"	"F"	"Tennessee"	"47"	"25-29 years"	"25-29"	"2030"	"2030"	242822
"Total"	"Female"	"F"	"Tennessee"	"47"	"25-29 years"	"25-29"			5830960
	"Female"	"F"	"Tennessee"	"47"	"30-34 years"	"30-34"	"2004"	"2004"	207810
	"Female"	"F"	"Tennessee"	"47"	"30-34 years"	"30-34"	"2005"	"2005"	203202
	"Female"	"F"	"Tennessee"	"47"	"30-34 years"	"30-34"	"2006"	"2006"	197186
	"Female"	"F"	"Tennessee"	"47"	"30-34 years"	"30-34"	"2007"	"2007"	194135
	"Female"	"F"	"Tennessee"	"47"	"30-34 years"	"30-34"	"2008"	"2008"	194218
	"Female"	"F"	"Tennessee"	"47"	"30-34 years"	"30-34"	"2009"	"2009"	196485
	"Female"	"F"	"Tennessee"	"47"	"30-34 years"	"30-34"	"2010"	"2010"	199607
	"Female"	"F"	"Tennessee"	"47"	"30-34 years"	"30-34"	"2011"	"2011"	204079
	"Female"	"F"	"Tennessee"	"47"	"30-34 years"	"30-34"	"2012"	"2012"	205914
	"Female"	"F"	"Tennessee"	"47"	"30-34 years"	"30-34"	"2013"	"2013"	206224
	"Female"	"F"	"Tennessee"	"47"	"30-34 years"	"30-34"	"2014"	"2014"	205444
	"Female"	"F"	"Tennessee"	"47"	"30-34 years"	"30-34"	"2015"	"2015"	204534
	"Female"	"F"	"Tennessee"	"47"	"30-34 years"	"30-34"	"2016"	"2016"	204126
	"Female"	"F"	"Tennessee"	"47"	"30-34 years"	"30-34"	"2017"	"2017"	205615
	"Female"	"F"	"Tennessee"	"47"	"30-34 years"	"30-34"	"2018"	"2018"	208501
	"Female"	"F"	"Tennessee"	"47"	"30-34 years"	"30-34"	"2019"	"2019"	212754
	"Female"	"F"	"Tennessee"	"47"	"30-34 years"	"30-34"	"2020"	"2020"	217110
	"Female"	"F"	"Tennessee"	"47"	"30-34 years"	"30-34"	"2021"	"2021"	221342
	"Female"	"F"	"Tennessee"	"47"	"30-34 years"	"30-34"	"2022"	"2022"	225301
	"Female"	"F"	"Tennessee"	"47"	"30-34 years"	"30-34"	"2023"	"2023"	227664
	"Female"	"F"	"Tennessee"	"47"	"30-34 years"	"30-34"	"2024"	"2024"	228318
	"Female"	"F"	"Tennessee"	"47"	"30-34 years"	"30-34"	"2025"	"2025"	228040
	"Female"	"F"	"Tennessee"	"47"	"30-34 years"	"30-34"	"2026"	"2026"	227293
	"Female"	"F"	"Tennessee"	"47"	"30-34 years"	"30-34"	"2027"	"2027"	226754
	"Female"	"F"	"Tennessee"	"47"	"30-34 years"	"30-34"	"2028"	"2028"	227505
	"Female"	"F"	"Tennessee"	"47"	"30-34 years"	"30-34"	"2029"	"2029"	229193
	"Female"	"F"	"Tennessee"	"47"	"30-34 years"	"30-34"	"2030"	"2030"	231525
"Total"	"Female"	"F"	"Tennessee"	"47"	"30-34 years"	"30-34"			5739879
	"Female"	"F"	"Tennessee"	"47"	"35-39 years"	"35-39"	"2004"	"2004"	212643
	"Female"	"F"	"Tennessee"	"47"	"35-39 years"	"35-39"	"2005"	"2005"	211778
	"Female"	"F"	"Tennessee"	"47"	"35-39 years"	"35-39"	"2006"	"2006"	214112
	"Female"	"F"	"Tennessee"	"47"	"35-39 years"	"35-39"	"2007"	"2007"	215807
	"Female"	"F"	"Tennessee"	"47"	"35-39 years"	"35-39"	"2008"	"2008"	215442
	"Female"	"F"	"Tennessee"	"47"	"35-39 years"	"35-39"	"2009"	"2009"	213012
	"Female"	"F"	"Tennessee"	"47"	"35-39 years"	"35-39"	"2010"	"2010"	208437
	"Female"	"F"	"Tennessee"	"47"	"35-39 years"	"35-39"	"2011"	"2011"	202432
	"Female"	"F"	"Tennessee"	"47"	"35-39 years"	"35-39"	"2012"	"2012"	199395
	"Female"	"F"	"Tennessee"	"47"	"35-39 years"	"35-39"	"2013"	"2013"	199482
	"Female"	"F"	"Tennessee"	"47"	"35-39 years"	"35-39"	"2014"	"2014"	201771
	"Female"	"F"	"Tennessee"	"47"	"35-39 years"	"35-39"	"2015"	"2015"	204937
	"Female"	"F"	"Tennessee"	"47"	"35-39 years"	"35-39"	"2016"	"2016"	209430
	"Female"	"F"	"Tennessee"	"47"	"35-39 years"	"35-39"	"2017"	"2017"	211288
	"Female"	"F"	"Tennessee"	"47"	"35-39 years"	"35-39"	"2018"	"2018"	211613
	"Female"	"F"	"Tennessee"	"47"	"35-39 years"	"35-39"	"2019"	"2019"	210843
	"Female"	"F"	"Tennessee"	"47"	"35-39 years"	"35-39"	"2020"	"2020"	209932
	"Female"	"F"	"Tennessee"	"47"	"35-39 years"	"35-39"	"2021"	"2021"	209520
	"Female"	"F"	"Tennessee"	"47"	"35-39 years"	"35-39"	"2022"	"2022"	211038
	"Female"	"F"	"Tennessee"	"47"	"35-39 years"	"35-39"	"2023"	"2023"	213997
	"Female"	"F"	"Tennessee"	"47"	"35-39 years"	"35-39"	"2024"	"2024"	218352
	"Female"	"F"	"Tennessee"	"47"	"35-39 years"	"35-39"	"2025"	"2025"	222876
	"Female"	"F"	"Tennessee"	"47"	"35-39 years"	"35-39"	"2026"	"2026"	227298
	"Female"	"F"	"Tennessee"	"47"	"35-39 years"	"35-39"	"2027"	"2027"	231457
	"Female"	"F"	"Tennessee"	"47"	"35-39 years"	"35-39"	"2028"	"2028"	234028
	"Female"	"F"	"Tennessee"	"47"	"35-39 years"	"35-39"	"2029"	"2029"	234875
	"Female"	"F"	"Tennessee"	"47"	"35-39 years"	"35-39"	"2030"	"2030"	234761
"Total"	"Female"	"F"	"Tennessee"	"47"	"35-39 years"	"35-39"			5790556
	"Female"	"F"	"Tennessee"	"47"	"40-44 years"	"40-44"	"2004"	"2004"	233962
	"Female"	"F"	"Tennessee"	"47"	"40-44 years"	"40-44"	"2005"	"2005"	232887
	"Female"	"F"	"Tennessee"	"47"	"40-44 years"	"40-44"	"2006"	"2006"	229753
	"Female"	"F"	"Tennessee"	"47"	"40-44 years"	"40-44"	"2007"	"2007"	225330
	"Female"	"F"	"Tennessee"	"47"	"40-44 years"	"40-44"	"2008"	"2008"	220548
	"Female"	"F"	"Tennessee"	"47"	"40-44 years"	"40-44"	"2009"	"2009"	216203
	"Female"	"F"	"Tennessee"	"47"	"40-44 years"	"40-44"	"2010"	"2010"	215399
	"Female"	"F"	"Tennessee"	"47"	"40-44 years"	"40-44"	"2011"	"2011"	217753
	"Female"	"F"	"Tennessee"	"47"	"40-44 years"	"40-44"	"2012"	"2012"	219467
	"Female"	"F"	"Tennessee"	"47"	"40-44 years"	"40-44"	"2013"	"2013"	219146
	"Female"	"F"	"Tennessee"	"47"	"40-44 years"	"40-44"	"2014"	"2014"	216759
	"Female"	"F"	"Tennessee"	"47"	"40-44 years"	"40-44"	"2015"	"2015"	212262
	"Female"	"F"	"Tennessee"	"47"	"40-44 years"	"40-44"	"2016"	"2016"	206359
	"Female"	"F"	"Tennessee"	"47"	"40-44 years"	"40-44"	"2017"	"2017"	203394
	"Female"	"F"	"Tennessee"	"47"	"40-44 years"	"40-44"	"2018"	"2018"	203558
	"Female"	"F"	"Tennessee"	"47"	"40-44 years"	"40-44"	"2019"	"2019"	205921
	"Female"	"F"	"Tennessee"	"47"	"40-44 years"	"40-44"	"2020"	"2020"	209147
	"Female"	"F"	"Tennessee"	"47"	"40-44 years"	"40-44"	"2021"	"2021"	213662
	"Female"	"F"	"Tennessee"	"47"	"40-44 years"	"40-44"	"2022"	"2022"	215543
	"Female"	"F"	"Tennessee"	"47"	"40-44 years"	"40-44"	"2023"	"2023"	215905
	"Female"	"F"	"Tennessee"	"47"	"40-44 years"	"40-44"	"2024"	"2024"	215177
	"Female"	"F"	"Tennessee"	"47"	"40-44 years"	"40-44"	"2025"	"2025"	214302
	"Female"	"F"	"Tennessee"	"47"	"40-44 years"	"40-44"	"2026"	"2026"	213963
	"Female"	"F"	"Tennessee"	"47"	"40-44 years"	"40-44"	"2027"	"2027"	215552
	"Female"	"F"	"Tennessee"	"47"	"40-44 years"	"40-44"	"2028"	"2028"	218582
	"Female"	"F"	"Tennessee"	"47"	"40-44 years"	"40-44"	"2029"	"2029"	223023
	"Female"	"F"	"Tennessee"	"47"	"40-44 years"	"40-44"	"2030"	"2030"	227672
"Total"	"Female"	"F"	"Tennessee"	"47"	"40-44 years"	"40-44"			5861229
	"Female"	"F"	"Tennessee"	"47"	"45-49 years"	"45-49"	"2004"	"2004"	228101
	"Female"	"F"	"Tennessee"	"47"	"45-49 years"	"45-49"	"2005"	"2005"	230325
	"Female"	"F"	"Tennessee"	"47"	"45-49 years"	"45-49"	"2006"	"2006"	231834
	"Female"	"F"	"Tennessee"	"47"	"45-49 years"	"45-49"	"2007"	"2007"	232371
	"Female"	"F"	"Tennessee"	"47"	"45-49 years"	"45-49"	"2008"	"2008"	232963
	"Female"	"F"	"Tennessee"	"47"	"45-49 years"	"45-49"	"2009"	"2009"	234342
	"Female"	"F"	"Tennessee"	"47"	"45-49 years"	"45-49"	"2010"	"2010"	233264
	"Female"	"F"	"Tennessee"	"47"	"45-49 years"	"45-49"	"2011"	"2011"	230130
	"Female"	"F"	"Tennessee"	"47"	"45-49 years"	"45-49"	"2012"	"2012"	225724
	"Female"	"F"	"Tennessee"	"47"	"45-49 years"	"45-49"	"2013"	"2013"	220994
	"Female"	"F"	"Tennessee"	"47"	"45-49 years"	"45-49"	"2014"	"2014"	216716
	"Female"	"F"	"Tennessee"	"47"	"45-49 years"	"45-49"	"2015"	"2015"	215949
	"Female"	"F"	"Tennessee"	"47"	"45-49 years"	"45-49"	"2016"	"2016"	218306
	"Female"	"F"	"Tennessee"	"47"	"45-49 years"	"45-49"	"2017"	"2017"	220003
	"Female"	"F"	"Tennessee"	"47"	"45-49 years"	"45-49"	"2018"	"2018"	219659
	"Female"	"F"	"Tennessee"	"47"	"45-49 years"	"45-49"	"2019"	"2019"	217274
	"Female"	"F"	"Tennessee"	"47"	"45-49 years"	"45-49"	"2020"	"2020"	212803
	"Female"	"F"	"Tennessee"	"47"	"45-49 years"	"45-49"	"2021"	"2021"	206974
	"Female"	"F"	"Tennessee"	"47"	"45-49 years"	"45-49"	"2022"	"2022"	204055
	"Female"	"F"	"Tennessee"	"47"	"45-49 years"	"45-49"	"2023"	"2023"	204253
	"Female"	"F"	"Tennessee"	"47"	"45-49 years"	"45-49"	"2024"	"2024"	206649
	"Female"	"F"	"Tennessee"	"47"	"45-49 years"	"45-49"	"2025"	"2025"	209879
	"Female"	"F"	"Tennessee"	"47"	"45-49 years"	"45-49"	"2026"	"2026"	214369
	"Female"	"F"	"Tennessee"	"47"	"45-49 years"	"45-49"	"2027"	"2027"	216232
	"Female"	"F"	"Tennessee"	"47"	"45-49 years"	"45-49"	"2028"	"2028"	216569
	"Female"	"F"	"Tennessee"	"47"	"45-49 years"	"45-49"	"2029"	"2029"	215812
	"Female"	"F"	"Tennessee"	"47"	"45-49 years"	"45-49"	"2030"	"2030"	214917
"Total"	"Female"	"F"	"Tennessee"	"47"	"45-49 years"	"45-49"			5930467
	"Female"	"F"	"Tennessee"	"47"	"50-54 years"	"50-54"	"2004"	"2004"	208095
	"Female"	"F"	"Tennessee"	"47"	"50-54 years"	"50-54"	"2005"	"2005"	213026
	"Female"	"F"	"Tennessee"	"47"	"50-54 years"	"50-54"	"2006"	"2006"	218120
	"Female"	"F"	"Tennessee"	"47"	"50-54 years"	"50-54"	"2007"	"2007"	222324
	"Female"	"F"	"Tennessee"	"47"	"50-54 years"	"50-54"	"2008"	"2008"	226079
	"Female"	"F"	"Tennessee"	"47"	"50-54 years"	"50-54"	"2009"	"2009"	228306
	"Female"	"F"	"Tennessee"	"47"	"50-54 years"	"50-54"	"2010"	"2010"	230519
	"Female"	"F"	"Tennessee"	"47"	"50-54 years"	"50-54"	"2011"	"2011"	232015
	"Female"	"F"	"Tennessee"	"47"	"50-54 years"	"50-54"	"2012"	"2012"	232560
	"Female"	"F"	"Tennessee"	"47"	"50-54 years"	"50-54"	"2013"	"2013"	233138
	"Female"	"F"	"Tennessee"	"47"	"50-54 years"	"50-54"	"2014"	"2014"	234494
	"Female"	"F"	"Tennessee"	"47"	"50-54 years"	"50-54"	"2015"	"2015"	233437
	"Female"	"F"	"Tennessee"	"47"	"50-54 years"	"50-54"	"2016"	"2016"	230344
	"Female"	"F"	"Tennessee"	"47"	"50-54 years"	"50-54"	"2017"	"2017"	225979
	"Female"	"F"	"Tennessee"	"47"	"50-54 years"	"50-54"	"2018"	"2018"	221285
	"Female"	"F"	"Tennessee"	"47"	"50-54 years"	"50-54"	"2019"	"2019"	217024
	"Female"	"F"	"Tennessee"	"47"	"50-54 years"	"50-54"	"2020"	"2020"	216252
	"Female"	"F"	"Tennessee"	"47"	"50-54 years"	"50-54"	"2021"	"2021"	218559
	"Female"	"F"	"Tennessee"	"47"	"50-54 years"	"50-54"	"2022"	"2022"	220215
	"Female"	"F"	"Tennessee"	"47"	"50-54 years"	"50-54"	"2023"	"2023"	219863
	"Female"	"F"	"Tennessee"	"47"	"50-54 years"	"50-54"	"2024"	"2024"	217493
	"Female"	"F"	"Tennessee"	"47"	"50-54 years"	"50-54"	"2025"	"2025"	213067
	"Female"	"F"	"Tennessee"	"47"	"50-54 years"	"50-54"	"2026"	"2026"	207293
